atlas_id,event_id,payload,source_file_or_report,source_family,pipeline,template_or_model,mode,observable_family,has_fobs,fobs_column_or_quantity,has_domega,domega_column_or_quantity,has_tau,tau_column_or_quantity,has_dtau,dtau_column_or_quantity,has_Mf,Mf_column_or_source,has_chif,chif_column_or_source,jointness,frame_status,t_start_status,verification_level,usable_for_220_joint,usable_for_220_unpaired,usable_for_221_joint,usable_for_population,allowed_physical_question,disallowed_claims,blocking_issue,next_allowed_action,notes
A0041,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_Kerr_220_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_0M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220: residual_f identicamente 0 por construccion,archive_phase,Solo aporta Mf/final_spin como referencia remnant; sirve como anclaje de masa/espin
A0042,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_Kerr_220_10M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220 t=10M: residual_f identicamente 0,archive_phase,Variante t=10M del Kerr_220 GR-fixed
A0043,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_Kerr_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_0M,220+221,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual,GR-fixed Kerr 220+221: residual_f=0 por construccion,archive_phase,Mode 220+221 GR-fixed; sin desviaciones libres
A0044,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_Kerr_221_domega_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,exploratory_only,residual_221_joint,no_220_claim;no_population_claim,solo domega_221; sin dtau no es la variante full,manual_hdf5_audit,Modo 221 con solo domega; mismo posterior que Mf/final_spin (joint same_dataset)
A0045,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_Kerr_221_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_dtau_221_0M,221,fractional_deviation,no,,no,,no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,no_220_claim;no_residual_f,solo dtau_221; no permite calcular residual_f,archive_phase,Modo 221 con solo desviacion en damping time
A0046,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_Kerr_221_domega_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_dtau_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,potentially_yes_after_more_audit,residual_221_joint,no_220_claim,modo 221 (overtone) - SNR efectivo bajo; no sustituye al modo fundamental 220,manual_hdf5_audit,Variante joint full domega+dtau_221. Convencion fractional verificada via codigo pyRing local
A0047,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_DS_1mode_10M.h5,LVK_GWTC3_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,posterior_samples[f_t_0],no,,yes,posterior_samples[tau_t_0],no,,no,not_in_DS_posterior; needs external IMR pair,no,not_in_DS_posterior; needs external IMR pair,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,DS no tiene Mf/final_spin en mismo posterior; requiere pareo unpaired con Kerr_220_0M del mismo evento (priors distintos),build_unpaired_composition,Vehiculo agnostico f_220 libre; pareo posterior-level no es muestra-a-muestra
A0048,S190421ar,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190421ar_pyring_MMRDNP_15M.h5,LVK_GWTC3_TGR,pyRing,MMRDNP_15M,220,remnant_only,no,,no,,no,,no,,yes,posterior_samples[final_mass],yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,inferred_from_filename,report_inference_only,no,no,no,no,remnant_only_crosscheck,no_220_claim;no_residual_f,Multimode merger-ringdown phenom NR fit GR-fixed; sin parametros TGR libres,archive_phase,Util como cross-check de Mf/final_spin frente a Kerr_220 y pSEOBNR
A0049,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_Kerr_220_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_0M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220: residual_f identicamente 0 por construccion,archive_phase,Solo aporta Mf/final_spin como referencia remnant; sirve como anclaje de masa/espin
A0050,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_Kerr_220_10M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220 t=10M: residual_f identicamente 0,archive_phase,Variante t=10M del Kerr_220 GR-fixed
A0051,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_Kerr_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_0M,220+221,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual,GR-fixed Kerr 220+221: residual_f=0 por construccion,archive_phase,Mode 220+221 GR-fixed; sin desviaciones libres
A0052,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_Kerr_221_domega_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,exploratory_only,residual_221_joint,no_220_claim;no_population_claim,solo domega_221; sin dtau no es la variante full,manual_hdf5_audit,Modo 221 con solo domega; mismo posterior que Mf/final_spin (joint same_dataset)
A0053,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_Kerr_221_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_dtau_221_0M,221,fractional_deviation,no,,no,,no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,no_220_claim;no_residual_f,solo dtau_221; no permite calcular residual_f,archive_phase,Modo 221 con solo desviacion en damping time
A0054,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_Kerr_221_domega_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_dtau_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,potentially_yes_after_more_audit,residual_221_joint,no_220_claim,modo 221 (overtone) - SNR efectivo bajo; no sustituye al modo fundamental 220,manual_hdf5_audit,Variante joint full domega+dtau_221. Convencion fractional verificada via codigo pyRing local
A0055,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_DS_1mode_10M.h5,LVK_GWTC3_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,posterior_samples[f_t_0],no,,yes,posterior_samples[tau_t_0],no,,no,not_in_DS_posterior; needs external IMR pair,no,not_in_DS_posterior; needs external IMR pair,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,DS no tiene Mf/final_spin en mismo posterior; requiere pareo unpaired con Kerr_220_0M del mismo evento (priors distintos),build_unpaired_composition,Vehiculo agnostico f_220 libre; pareo posterior-level no es muestra-a-muestra
A0056,S190503bf,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190503bf_pyring_MMRDNP_15M.h5,LVK_GWTC3_TGR,pyRing,MMRDNP_15M,220,remnant_only,no,,no,,no,,no,,yes,posterior_samples[final_mass],yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,inferred_from_filename,report_inference_only,no,no,no,no,remnant_only_crosscheck,no_220_claim;no_residual_f,Multimode merger-ringdown phenom NR fit GR-fixed; sin parametros TGR libres,archive_phase,Util como cross-check de Mf/final_spin frente a Kerr_220 y pSEOBNR
A0057,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_Kerr_220_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_0M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220: residual_f identicamente 0 por construccion,archive_phase,Solo aporta Mf/final_spin como referencia remnant; sirve como anclaje de masa/espin
A0058,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_Kerr_220_10M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220 t=10M: residual_f identicamente 0,archive_phase,Variante t=10M del Kerr_220 GR-fixed
A0059,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_Kerr_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_0M,220+221,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual,GR-fixed Kerr 220+221: residual_f=0 por construccion,archive_phase,Mode 220+221 GR-fixed; sin desviaciones libres
A0060,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_Kerr_221_domega_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,exploratory_only,residual_221_joint,no_220_claim;no_population_claim,solo domega_221; sin dtau no es la variante full,manual_hdf5_audit,Modo 221 con solo domega; mismo posterior que Mf/final_spin (joint same_dataset)
A0061,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_Kerr_221_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_dtau_221_0M,221,fractional_deviation,no,,no,,no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,no_220_claim;no_residual_f,solo dtau_221; no permite calcular residual_f,archive_phase,Modo 221 con solo desviacion en damping time
A0062,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_Kerr_221_domega_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_dtau_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,potentially_yes_after_more_audit,residual_221_joint,no_220_claim,modo 221 (overtone) - SNR efectivo bajo; no sustituye al modo fundamental 220,manual_hdf5_audit,Variante joint full domega+dtau_221. Convencion fractional verificada via codigo pyRing local
A0063,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_DS_1mode_10M.h5,LVK_GWTC3_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,posterior_samples[f_t_0],no,,yes,posterior_samples[tau_t_0],no,,no,not_in_DS_posterior; needs external IMR pair,no,not_in_DS_posterior; needs external IMR pair,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,DS no tiene Mf/final_spin en mismo posterior; requiere pareo unpaired con Kerr_220_0M del mismo evento (priors distintos),build_unpaired_composition,Vehiculo agnostico f_220 libre; pareo posterior-level no es muestra-a-muestra
A0064,S190512at,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190512at_pyring_MMRDNP_15M.h5,LVK_GWTC3_TGR,pyRing,MMRDNP_15M,220,remnant_only,no,,no,,no,,no,,yes,posterior_samples[final_mass],yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,inferred_from_filename,report_inference_only,no,no,no,no,remnant_only_crosscheck,no_220_claim;no_residual_f,Multimode merger-ringdown phenom NR fit GR-fixed; sin parametros TGR libres,archive_phase,Util como cross-check de Mf/final_spin frente a Kerr_220 y pSEOBNR
A0065,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_Kerr_220_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_0M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220: residual_f identicamente 0 por construccion,archive_phase,Solo aporta Mf/final_spin como referencia remnant; sirve como anclaje de masa/espin
A0066,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_Kerr_220_10M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220 t=10M: residual_f identicamente 0,archive_phase,Variante t=10M del Kerr_220 GR-fixed
A0067,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_Kerr_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_0M,220+221,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual,GR-fixed Kerr 220+221: residual_f=0 por construccion,archive_phase,Mode 220+221 GR-fixed; sin desviaciones libres
A0068,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_Kerr_221_domega_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,exploratory_only,residual_221_joint,no_220_claim;no_population_claim,solo domega_221; sin dtau no es la variante full,manual_hdf5_audit,Modo 221 con solo domega; mismo posterior que Mf/final_spin (joint same_dataset)
A0069,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_Kerr_221_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_dtau_221_0M,221,fractional_deviation,no,,no,,no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,no_220_claim;no_residual_f,solo dtau_221; no permite calcular residual_f,archive_phase,Modo 221 con solo desviacion en damping time
A0070,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_Kerr_221_domega_dtau_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_domega_dtau_221_0M,221,fractional_deviation,no,"derived: f_obs_221=f_Kerr_221(Mf,af)*(1+domega_221)",yes,posterior_samples[domega_221],no,"derived: tau_obs_221=tau_Kerr_221(Mf,af)*(1+dtau_221)",yes,posterior_samples[dtau_221],yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,unclear,potentially_yes_after_more_audit,residual_221_joint,no_220_claim,modo 221 (overtone) - SNR efectivo bajo; no sustituye al modo fundamental 220,manual_hdf5_audit,Variante joint full domega+dtau_221. Convencion fractional verificada via codigo pyRing local
A0071,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_DS_1mode_10M.h5,LVK_GWTC3_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,posterior_samples[f_t_0],no,,yes,posterior_samples[tau_t_0],no,,no,not_in_DS_posterior; needs external IMR pair,no,not_in_DS_posterior; needs external IMR pair,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,DS no tiene Mf/final_spin en mismo posterior; requiere pareo unpaired con Kerr_220_0M del mismo evento (priors distintos),build_unpaired_composition,Vehiculo agnostico f_220 libre; pareo posterior-level no es muestra-a-muestra
A0072,S190513bm,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190513bm_pyring_MMRDNP_15M.h5,LVK_GWTC3_TGR,pyRing,MMRDNP_15M,220,remnant_only,no,,no,,no,,no,,yes,posterior_samples[final_mass],yes,posterior_samples[final_spin],same_dataset,mixed_or_unclear,inferred_from_filename,report_inference_only,no,no,no,no,remnant_only_crosscheck,no_220_claim;no_residual_f,Multimode merger-ringdown phenom NR fit GR-fixed; sin parametros TGR libres,archive_phase,Util como cross-check de Mf/final_spin frente a Kerr_220 y pSEOBNR
A0073,S190519bj,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190519bj_pyring_Kerr_220_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_0M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220: residual_f identicamente 0 por construccion,archive_phase,Solo aporta Mf/final_spin como referencia remnant; sirve como anclaje de masa/espin
A0074,S190519bj,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190519bj_pyring_Kerr_220_10M.h5,LVK_GWTC3_TGR,pyRing,Kerr_220_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,GR-fixed Kerr 220 t=10M: residual_f identicamente 0,archive_phase,Variante t=10M del Kerr_220 GR-fixed
A0075,S190519bj,IGWN-GWTC3-TGR-v2-rin,data/IGWN-GWTC3-TGR-v2-rin/rin/rin_S190519bj_pyring_Kerr_221_0M.h5,LVK_GWTC3_TGR,pyRing,Kerr_221_0M,220+221,gr_fixed_kerr,no,,no,,no,,no,,yes,posterior_samples[Mf],yes,posterior_samples[final_spin],same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual,GR-fixed Kerr 220+221: residual_f=0 por construccion,archive_phase,Mode 220+221 GR-fixed; sin desviaciones libres
